,Address,sale_date,sale_price,salePrice_numeric,price_SF,sq_ft,yr_built,unique_ID,full_address,Address_URL,url,lat,long
1362,3013 BAYROSE CIR # 13A,3/28/23,"$285,000.00 ",285000,175.9259259,1620,2008,3013BAYROSECIR#13A-2023-03-28-285000,"3013 BAYROSE CIR # 13A Fulton County, GA","3013%20BAYROSE%20CIR%20#%2013A%20Fulton%20County,%20GA","https://www.google.com/maps/search/3013%20BAYROSE%20CIR%20#%2013A%20Fulton%20County,%20GA",33.7049076,-84.4443156
1363,81 PEACHTREE PL NE # 9,3/28/23,"$615,015.00 ",615015,412.208445,1492,1910,81PEACHTREEPLNE#9-2023-03-28-615015,"81 PEACHTREE PL NE # 9 Fulton County, GA","81%20PEACHTREE%20PL%20NE%20#%209%20Fulton%20County,%20GA","https://www.google.com/maps/search/81%20PEACHTREE%20PL%20NE%20#%209%20Fulton%20County,%20GA",34.2735166,-83.8419293
1364,7673 SQUIRE CT,3/28/23,"$305,212.00 ",305212,185.6520681,1644,2022,7673SQUIRECT-2023-03-28-305212,"7673 SQUIRE CT Fulton County, GA","7673%20SQUIRE%20CT%20Fulton%20County,%20GA","https://www.google.com/maps/search/7673%20SQUIRE%20CT%20Fulton%20County,%20GA",33.5449838,-84.5668713
1365,10470 MEADOW TRL,3/28/23,"$415,000.00 ",415000,239.6073903,1732,1988,10470MEADOWTRL-2023-03-28-415000,"10470 MEADOW TRL Fulton County, GA","10470%20MEADOW%20TRL%20Fulton%20County,%20GA","https://www.google.com/maps/search/10470%20MEADOW%20TRL%20Fulton%20County,%20GA",33.8198115,-84.3594962
1366,987 CHEROKEE AVE SE,3/28/23,"$1,150,000.00 ",1150000,441.6282642,2604,2019,987CHEROKEEAVESE-2023-03-28-1150000,"987 CHEROKEE AVE SE Fulton County, GA","987%20CHEROKEE%20AVE%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/987%20CHEROKEE%20AVE%20SE%20Fulton%20County,%20GA",33.7274437,-84.3739395
1367,1010 BERGERON PL,3/27/23,"$575,000.00 ",575000,251.201398,2289,2015,1010BERGERONPL-2023-03-27-575000,"1010 BERGERON PL Fulton County, GA","1010%20BERGERON%20PL%20Fulton%20County,%20GA","https://www.google.com/maps/search/1010%20BERGERON%20PL%20Fulton%20County,%20GA",33.9595891,-84.3555032
1368,5790 LONG GROVE DR,3/27/23,"$1,265,000.00 ",1265000,392.1264724,3226,1993,5790LONGGROVEDR-2023-03-27-1265000,"5790 LONG GROVE DR Fulton County, GA","5790%20LONG%20GROVE%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/5790%20LONG%20GROVE%20DR%20Fulton%20County,%20GA",33.9164868,-84.3932454
1369,1825 MILLSTONE CT,3/27/23,"$500,000.00 ",500000,248.5089463,2012,1994,1825MILLSTONECT-2023-03-27-500000,"1825 MILLSTONE CT Fulton County, GA","1825%20MILLSTONE%20CT%20Fulton%20County,%20GA","https://www.google.com/maps/search/1825%20MILLSTONE%20CT%20Fulton%20County,%20GA",34.0872,-84.280774
1370,5660 CHEMIN DE VIE,3/27/23,"$270,000.00 ",270000,168.5393258,1602,1975,5660CHEMINDEVIE-2023-03-27-270000,"5660 CHEMIN DE VIE Fulton County, GA","5660%20CHEMIN%20DE%20VIE%20Fulton%20County,%20GA","https://www.google.com/maps/search/5660%20CHEMIN%20DE%20VIE%20Fulton%20County,%20GA",33.8940797,-84.3827833
1371,325 QUAIL RUN,3/27/23,"$240,000.00 ",240000,264.3171806,908,1984,325QUAILRUN-2023-03-27-240000,"325 QUAIL RUN Fulton County, GA","325%20QUAIL%20RUN%20Fulton%20County,%20GA","https://www.google.com/maps/search/325%20QUAIL%20RUN%20Fulton%20County,%20GA",34.008819,-84.3139041
1372,923 PEACHTREE ST # 1126,3/27/23,"$480,000.00 ",480000,380.952381,1260,2003,923PEACHTREEST#1126-2023-03-27-480000,"923 PEACHTREE ST # 1126 Fulton County, GA","923%20PEACHTREE%20ST%20#%201126%20Fulton%20County,%20GA","https://www.google.com/maps/search/923%20PEACHTREE%20ST%20#%201126%20Fulton%20County,%20GA",34.273828,-83.8412077
1373,6980 ROSWELL RD # A 8,3/27/23,"$307,500.00 ",307500,188.4191176,1632,1968,6980ROSWELLRD#A8-2023-03-27-307500,"6980 ROSWELL RD # A 8 Fulton County, GA","6980%20ROSWELL%20RD%20#%20A%208%20Fulton%20County,%20GA","https://www.google.com/maps/search/6980%20ROSWELL%20RD%20#%20A%208%20Fulton%20County,%20GA",33.9452915,-84.3717425
1374,270 MEADOW DR,3/27/23,"$2,450,000.00 ",2450000,525.187567,4665,2022,270MEADOWDR-2023-03-27-2450000,"270 MEADOW DR Fulton County, GA","270%20MEADOW%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/270%20MEADOW%20DR%20Fulton%20County,%20GA",34.0792452,-84.3032055
1375,1334 SIMONDS WAY,3/27/23,"$896,025.00 ",896025,314.3947368,2850,2022,1334SIMONDSWAY-2023-03-27-896025,"1334 SIMONDS WAY Fulton County, GA","1334%20SIMONDS%20WAY%20Fulton%20County,%20GA","https://www.google.com/maps/search/1334%20SIMONDS%20WAY%20Fulton%20County,%20GA",34.0450128,-84.1666251
1376,599 WEDGEWOOD DR,3/27/23,"$285,000.00 ",285000,226.1904762,1260,1983,599WEDGEWOODDR-2023-03-27-285000,"599 WEDGEWOOD DR Fulton County, GA","599%20WEDGEWOOD%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/599%20WEDGEWOOD%20DR%20Fulton%20County,%20GA",34.0767753,-84.2765763
1377,599 BROADVIEW PL,3/27/23,"$681,181.00 ",681181,184.601897,3690,2022,599BROADVIEWPL-2023-03-27-681181,"599 BROADVIEW PL Fulton County, GA","599%20BROADVIEW%20PL%20Fulton%20County,%20GA","https://www.google.com/maps/search/599%20BROADVIEW%20PL%20Fulton%20County,%20GA",33.8219412,-84.363488
1378,514 BROADVIEW LN,3/27/23,"$701,000.00 ",701000,325.7434944,2152,2019,514BROADVIEWLN-2023-03-27-701000,"514 BROADVIEW LN Fulton County, GA","514%20BROADVIEW%20LN%20Fulton%20County,%20GA","https://www.google.com/maps/search/514%20BROADVIEW%20LN%20Fulton%20County,%20GA",33.8210374,-84.3641757
1381,5450 BATTERY LN 24,3/27/23,"$550,000.00 ",550000,255.2204176,2155,2004,5450BATTERYLN24-2023-03-27-550000,"5450 BATTERY LN 24 Fulton County, GA","5450%20BATTERY%20LN%2024%20Fulton%20County,%20GA","https://www.google.com/maps/search/5450%20BATTERY%20LN%2024%20Fulton%20County,%20GA",33.9043492,-84.379967
1382,7565 BALL MILL RD,3/27/23,"$640,000.00 ",640000,216.802168,2952,1972,7565BALLMILLRD-2023-03-27-640000,"7565 BALL MILL RD Fulton County, GA","7565%20BALL%20MILL%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/7565%20BALL%20MILL%20RD%20Fulton%20County,%20GA",33.9704885,-84.3140718
1383,1858 ADAGIO DR,3/27/23,"$545,000.00 ",545000,231.9148936,2350,2009,1858ADAGIODR-2023-03-27-545000,"1858 ADAGIO DR Fulton County, GA","1858%20ADAGIO%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/1858%20ADAGIO%20DR%20Fulton%20County,%20GA",34.0529892,-84.2999307
1384,150 BARKSDALE DR NE,3/27/23,"$1,045,000.00 ",1045000,518.3531746,2016,1917,150BARKSDALEDRNE-2023-03-27-1045000,"150 BARKSDALE DR NE Fulton County, GA","150%20BARKSDALE%20DR%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/150%20BARKSDALE%20DR%20NE%20Fulton%20County,%20GA",33.7943104,-84.3774748
1385,300 ANGLIN WALK,3/27/23,"$1,221,019.00 ",1221019,329.1156334,3710,2022,300ANGLINWALK-2023-03-27-1221019,"300 ANGLIN WALK Fulton County, GA","300%20ANGLIN%20WALK%20Fulton%20County,%20GA","https://www.google.com/maps/search/300%20ANGLIN%20WALK%20Fulton%20County,%20GA",34.08043,-84.292684
1386,2600 CANTERBURY TRL,3/26/23,"$913,000.00 ",913000,272.8631201,3346,2006,2600CANTERBURYTRL-2023-03-26-913000,"2600 CANTERBURY TRL Fulton County, GA","2600%20CANTERBURY%20TRL%20Fulton%20County,%20GA","https://www.google.com/maps/search/2600%20CANTERBURY%20TRL%20Fulton%20County,%20GA",33.8281665,-84.3561047
1387,3195 SPALDING DR,3/26/23,"$780,000.00 ",780000,252.5906736,3088,1974,3195SPALDINGDR-2023-03-26-780000,"3195 SPALDING DR Fulton County, GA","3195%20SPALDING%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/3195%20SPALDING%20DR%20Fulton%20County,%20GA",33.9665755,-84.3020543
1388,3824 VERMONT RD NE,3/26/23,"$1,885,000.00 ",1885000,480.0101859,3927,1935,3824VERMONTRDNE-2023-03-26-1885000,"3824 VERMONT RD NE Fulton County, GA","3824%20VERMONT%20RD%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/3824%20VERMONT%20RD%20NE%20Fulton%20County,%20GA",33.859508,-84.3563204
1389,716 LENOX LN,3/26/23,"$945,000.00 ",945000,439.9441341,2148,2018,716LENOXLN-2023-03-26-945000,"716 LENOX LN Fulton County, GA","716%20LENOX%20LN%20Fulton%20County,%20GA","https://www.google.com/maps/search/716%20LENOX%20LN%20Fulton%20County,%20GA",33.8325392,-84.3572354
1390,219 PEACHTREE HOLLOW CT,3/25/23,"$359,000.00 ",359000,228.2263191,1573,1984,219PEACHTREEHOLLOWCT-2023-03-25-359000,"219 PEACHTREE HOLLOW CT Fulton County, GA","219%20PEACHTREE%20HOLLOW%20CT%20Fulton%20County,%20GA","https://www.google.com/maps/search/219%20PEACHTREE%20HOLLOW%20CT%20Fulton%20County,%20GA",33.9414097,-84.355264
1391,302 BRANDYWINE CIR,3/25/23,"$360,000.00 ",360000,196.0784314,1836,1974,302BRANDYWINECIR-2023-03-25-360000,"302 BRANDYWINE CIR Fulton County, GA","302%20BRANDYWINE%20CIR%20Fulton%20County,%20GA","https://www.google.com/maps/search/302%20BRANDYWINE%20CIR%20Fulton%20County,%20GA",34.0046656,-84.3372562
1392,12 MOUNT VERNON CIR,3/24/23,"$400,000.00 ",400000,270.2702703,1480,1985,12MOUNTVERNONCIR-2023-03-24-400000,"12 MOUNT VERNON CIR Fulton County, GA","12%20MOUNT%20VERNON%20CIR%20Fulton%20County,%20GA","https://www.google.com/maps/search/12%20MOUNT%20VERNON%20CIR%20Fulton%20County,%20GA",33.9364367,-84.350634
1393,7880 GLISTEN AVE,3/24/23,"$515,000.00 ",515000,235.3747715,2188,2012,7880GLISTENAVE-2023-03-24-515000,"7880 GLISTEN AVE Fulton County, GA","7880%20GLISTEN%20AVE%20Fulton%20County,%20GA","https://www.google.com/maps/search/7880%20GLISTEN%20AVE%20Fulton%20County,%20GA",33.955449,-84.3605801
1394,6802 GLENRIDGE DR H,3/24/23,"$305,000.00 ",305000,231.0606061,1320,1981,6802GLENRIDGEDRH-2023-03-24-305000,"6802 GLENRIDGE DR H Fulton County, GA","6802%20GLENRIDGE%20DR%20H%20Fulton%20County,%20GA","https://www.google.com/maps/search/6802%20GLENRIDGE%20DR%20H%20Fulton%20County,%20GA",33.942354,-84.366459
1395,1615 SADDLE RIDGE WAY NE,3/24/23,"$842,000.00 ",842000,239.544808,3515,1976,1615SADDLERIDGEWAYNE-2023-03-24-842000,"1615 SADDLE RIDGE WAY NE Fulton County, GA","1615%20SADDLE%20RIDGE%20WAY%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1615%20SADDLE%20RIDGE%20WAY%20NE%20Fulton%20County,%20GA",33.9733272,-84.3218474
1396,2612 CANTERBURY TRL,3/24/23,"$840,000.00 ",840000,259.4193947,3238,2006,2612CANTERBURYTRL-2023-03-24-840000,"2612 CANTERBURY TRL Fulton County, GA","2612%20CANTERBURY%20TRL%20Fulton%20County,%20GA","https://www.google.com/maps/search/2612%20CANTERBURY%20TRL%20Fulton%20County,%20GA",33.8282971,-84.3568297
1397,417 TENTH ST NE # 8,3/24/23,"$224,000.00 ",224000,301.8867925,742,1972,417TENTHSTNE#8-2023-03-24-224000,"417 TENTH ST NE # 8 Fulton County, GA","417%20TENTH%20ST%20NE%20#%208%20Fulton%20County,%20GA","https://www.google.com/maps/search/417%20TENTH%20ST%20NE%20#%208%20Fulton%20County,%20GA",33.7812912,-84.3735288
1398,1218 CAULEY CREEK OVERLOOK,3/24/23,"$1,020,000.00 ",1020000,220.3023758,4630,2022,1218CAULEYCREEKOVERLOOK-2023-03-24-1020000,"1218 CAULEY CREEK OVERLOOK Fulton County, GA","1218%20CAULEY%20CREEK%20OVERLOOK%20Fulton%20County,%20GA","https://www.google.com/maps/search/1218%20CAULEY%20CREEK%20OVERLOOK%20Fulton%20County,%20GA",34.0484039,-84.1538474
1399,260 SEAMARSH CT NW,3/24/23,"$840,000.00 ",840000,157.8057486,5323,1978,260SEAMARSHCTNW-2023-03-24-840000,"260 SEAMARSH CT NW Fulton County, GA","260%20SEAMARSH%20CT%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/260%20SEAMARSH%20CT%20NW%20Fulton%20County,%20GA",33.9362939,-84.3970817
1400,672 MERCER ST SE,3/24/23,"$645,000.00 ",645000,344.9197861,1870,2017,672MERCERSTSE-2023-03-24-645000,"672 MERCER ST SE Fulton County, GA","672%20MERCER%20ST%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/672%20MERCER%20ST%20SE%20Fulton%20County,%20GA",33.7359267,-84.3654698
1401,404 GETTYSBURG PL,3/24/23,"$235,000.00 ",235000,213.6363636,1100,1985,404GETTYSBURGPL-2023-03-24-235000,"404 GETTYSBURG PL Fulton County, GA","404%20GETTYSBURG%20PL%20Fulton%20County,%20GA","https://www.google.com/maps/search/404%20GETTYSBURG%20PL%20Fulton%20County,%20GA",33.990042,-84.3358239
1402,8740 ROSWELL RD # #5C,3/24/23,"$243,500.00 ",243500,182.3970037,1335,1980,8740ROSWELLRD##5C-2023-03-24-243500,"8740 ROSWELL RD # #5C Fulton County, GA","8740%20ROSWELL%20RD%20#%20#5C%20Fulton%20County,%20GA","https://www.google.com/maps/search/8740%20ROSWELL%20RD%20#%20#5C%20Fulton%20County,%20GA",33.9942455,-84.3534249
191,3740 WEST HARVARD AVE # R,2/22/23,"$75,000.00 ",75000,31.25,2400,0,3740WESTHARVARDAVE#R-2023-02-22-75000,"3740 WEST HARVARD AVE # R Fulton County, GA","3740%20WEST%20HARVARD%20AVE%20#%20R%20Fulton%20County,%20GA","https://www.google.com/maps/search/3740%20WEST%20HARVARD%20AVE%20#%20R%20Fulton%20County,%20GA",33.6530497,-84.45060781
1404,125 BRISCOE WAY,3/24/23,"$1,000,000.00 ",1000000,490.1960784,2040,2022,125BRISCOEWAY-2023-03-24-1000000,"125 BRISCOE WAY Fulton County, GA","125%20BRISCOE%20WAY%20Fulton%20County,%20GA","https://www.google.com/maps/search/125%20BRISCOE%20WAY%20Fulton%20County,%20GA",34.0717101,-84.2884301
1405,1321 SIMONDS WAY,3/24/23,"$768,810.00 ",768810,212.378453,3620,2022,1321SIMONDSWAY-2023-03-24-768810,"1321 SIMONDS WAY Fulton County, GA","1321%20SIMONDS%20WAY%20Fulton%20County,%20GA","https://www.google.com/maps/search/1321%20SIMONDS%20WAY%20Fulton%20County,%20GA",34.0453219,-84.1674644
1406,74 TWENTY EIGHTH ST NW,3/24/23,"$1,175,000.00 ",1175000,549.0654206,2140,1930,74TWENTYEIGHTHSTNW-2023-03-24-1175000,"74 TWENTY EIGHTH ST NW Fulton County, GA","74%20TWENTY%20EIGHTH%20ST%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/74%20TWENTY%20EIGHTH%20ST%20NW%20Fulton%20County,%20GA",33.8047313,-84.398308
1407,1700 REDBOURNE DR,3/24/23,"$780,000.00 ",780000,241.5608548,3229,1983,1700REDBOURNEDR-2023-03-24-780000,"1700 REDBOURNE DR Fulton County, GA","1700%20REDBOURNE%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/1700%20REDBOURNE%20DR%20Fulton%20County,%20GA",33.9617119,-84.2921656
1408,326 HOOK ST,3/24/23,"$1,900,000.00 ",1900000,375.4940711,5060,2022,326HOOKST-2023-03-24-1900000,"326 HOOK ST Fulton County, GA","326%20HOOK%20ST%20Fulton%20County,%20GA","https://www.google.com/maps/search/326%20HOOK%20ST%20Fulton%20County,%20GA",34.0846156,-84.2998136
1409,1101 JUNIPER ST NE 625,3/24/23,"$323,000.00 ",323000,413.5723431,781,1999,1101JUNIPERSTNE625-2023-03-24-323000,"1101 JUNIPER ST NE 625 Fulton County, GA","1101%20JUNIPER%20ST%20NE%20625%20Fulton%20County,%20GA","https://www.google.com/maps/search/1101%20JUNIPER%20ST%20NE%20625%20Fulton%20County,%20GA",33.7847688,-84.3818565
1410,1075 PEACHTREE WALK # A 402,3/24/23,"$255,000.00 ",255000,349.3150685,730,1996,1075PEACHTREEWALK#A402-2023-03-24-255000,"1075 PEACHTREE WALK # A 402 Fulton County, GA","1075%20PEACHTREE%20WALK%20#%20A%20402%20Fulton%20County,%20GA","https://www.google.com/maps/search/1075%20PEACHTREE%20WALK%20#%20A%20402%20Fulton%20County,%20GA",33.7836687,-84.3861137
1411,1236 CAULEY CREEK OVERLOOK,3/24/23,"$960,540.00 ",960540,297.012987,3234,2022,1236CAULEYCREEKOVERLOOK-2023-03-24-960540,"1236 CAULEY CREEK OVERLOOK Fulton County, GA","1236%20CAULEY%20CREEK%20OVERLOOK%20Fulton%20County,%20GA","https://www.google.com/maps/search/1236%20CAULEY%20CREEK%20OVERLOOK%20Fulton%20County,%20GA",34.0495753,-84.1540868
1412,6050 PETERSBURG RD,3/23/23,"$375,000.00 ",375000,208.3333333,1800,1986,6050PETERSBURGRD-2023-03-23-375000,"6050 PETERSBURG RD Fulton County, GA","6050%20PETERSBURG%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/6050%20PETERSBURG%20RD%20Fulton%20County,%20GA",33.5926998,-84.6772302
1413,4830 HAMPTON SQUARE DR,3/23/23,"$435,000.00 ",435000,291.5549598,1492,1986,4830HAMPTONSQUAREDR-2023-03-23-435000,"4830 HAMPTON SQUARE DR Fulton County, GA","4830%20HAMPTON%20SQUARE%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/4830%20HAMPTON%20SQUARE%20DR%20Fulton%20County,%20GA",34.0596808,-84.2188431
1414,1084 PINE GROVE DR,3/23/23,"$670,000.00 ",670000,326.6699171,2051,1985,1084PINEGROVEDR-2023-03-23-670000,"1084 PINE GROVE DR Fulton County, GA","1084%20PINE%20GROVE%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/1084%20PINE%20GROVE%20DR%20Fulton%20County,%20GA",34.0840822,-84.2892459
1415,1029 PIEDMONT AVE NE # 203,3/23/23,"$320,000.00 ",320000,352.8114664,907,2001,1029PIEDMONTAVENE#203-2023-03-23-320000,"1029 PIEDMONT AVE NE # 203 Fulton County, GA","1029%20PIEDMONT%20AVE%20NE%20#%20203%20Fulton%20County,%20GA","https://www.google.com/maps/search/1029%20PIEDMONT%20AVE%20NE%20#%20203%20Fulton%20County,%20GA",34.3125903,-83.8303893
1416,195 ST NICHOLAS CIR,3/23/23,"$2,636,850.00 ",2636850,338.1010386,7799,2007,195STNICHOLASCIR-2023-03-23-2636850,"195 ST NICHOLAS CIR Fulton County, GA","195%20ST%20NICHOLAS%20CIR%20Fulton%20County,%20GA","https://www.google.com/maps/search/195%20ST%20NICHOLAS%20CIR%20Fulton%20County,%20GA",33.8909323,-84.3931748
1417,4605 PEACHTREE DUNWOODY RD,3/23/23,"$1,300,000.00 ",1300000,387.7124963,3353,2011,4605PEACHTREEDUNWOODYRD-2023-03-23-1300000,"4605 PEACHTREE DUNWOODY RD Fulton County, GA","4605%20PEACHTREE%20DUNWOODY%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/4605%20PEACHTREE%20DUNWOODY%20RD%20Fulton%20County,%20GA",33.8809165,-84.3564642
1520,381 CLARK XING,3/10/23,"$602,920.00 ",602920,299.0674603,2016,2022,381CLARKXING-2023-03-10-602920,"381 CLARK XING Fulton County, GA","381%20CLARK%20XING%20Fulton%20County,%20GA","https://www.google.com/maps/search/381%20CLARK%20XING%20Fulton%20County,%20GA",33.94226561,-84.37408775
1419,943 PEACHTREE ST NE # 1413,3/23/23,"$395,000.00 ",395000,455.5940023,867,2002,943PEACHTREESTNE#1413-2023-03-23-395000,"943 PEACHTREE ST NE # 1413 Fulton County, GA","943%20PEACHTREE%20ST%20NE%20#%201413%20Fulton%20County,%20GA","https://www.google.com/maps/search/943%20PEACHTREE%20ST%20NE%20#%201413%20Fulton%20County,%20GA",33.7804915,-84.3835658
1420,235 WINDING RIVER DR NE UNIT H,3/23/23,"$225,000.00 ",225000,206.4220183,1090,1970,235WINDINGRIVERDRNEUNITH-2023-03-23-225000,"235 WINDING RIVER DR NE UNIT H Fulton County, GA","235%20WINDING%20RIVER%20DR%20NE%20UNIT%20H%20Fulton%20County,%20GA","https://www.google.com/maps/search/235%20WINDING%20RIVER%20DR%20NE%20UNIT%20H%20Fulton%20County,%20GA",33.9970398,-84.3477663
1421,1060 DELMONT TER,3/23/23,"$505,370.00 ",505370,409.5380875,1234,1965,1060DELMONTTER-2023-03-23-505370,"1060 DELMONT TER Fulton County, GA","1060%20DELMONT%20TER%20Fulton%20County,%20GA","https://www.google.com/maps/search/1060%20DELMONT%20TER%20Fulton%20County,%20GA",34.0276138,-84.3473651
1422,5330 NORTH POWERS FERRY RD,3/22/23,"$1,075,100.00 ",1075100,214.5479944,5011,1983,5330NORTHPOWERSFERRYRD-2023-03-22-1075100,"5330 NORTH POWERS FERRY RD Fulton County, GA","5330%20NORTH%20POWERS%20FERRY%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/5330%20NORTH%20POWERS%20FERRY%20RD%20Fulton%20County,%20GA",33.900475,-84.4177967
1424,7340 VILLAGE CREEK TRC,3/22/23,"$670,000.00 ",670000,246.1425422,2722,2002,7340VILLAGECREEKTRC-2023-03-22-670000,"7340 VILLAGE CREEK TRC Fulton County, GA","7340%20VILLAGE%20CREEK%20TRC%20Fulton%20County,%20GA","https://www.google.com/maps/search/7340%20VILLAGE%20CREEK%20TRC%20Fulton%20County,%20GA",33.9543952,-84.3548237
1426,7108 BELLTOLL CT,3/22/23,"$712,500.00 ",712500,192.3596112,3704,2005,7108BELLTOLLCT-2023-03-22-712500,"7108 BELLTOLL CT Fulton County, GA","7108%20BELLTOLL%20CT%20Fulton%20County,%20GA","https://www.google.com/maps/search/7108%20BELLTOLL%20CT%20Fulton%20County,%20GA",34.0576756,-84.1496204
1427,5559 GLENRIDGE DR,3/22/23,"$256,700.00 ",256700,277.5135135,925,2000,5559GLENRIDGEDR-2023-03-22-256700,"5559 GLENRIDGE DR Fulton County, GA","5559%20GLENRIDGE%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/5559%20GLENRIDGE%20DR%20Fulton%20County,%20GA",33.9061446,-84.3673002
1428,711 COSMOPOLITAN DR NE UNIT 447,3/22/23,"$275,000.00 ",275000,322.7699531,852,2009,711COSMOPOLITANDRNEUNIT447-2023-03-22-275000,"711 COSMOPOLITAN DR NE UNIT 447 Fulton County, GA","711%20COSMOPOLITAN%20DR%20NE%20UNIT%20447%20Fulton%20County,%20GA","https://www.google.com/maps/search/711%20COSMOPOLITAN%20DR%20NE%20UNIT%20447%20Fulton%20County,%20GA",33.8214347,-84.3626049
783,40 W 12TH ST UNIT 1505,5/12/23,"$2,109,821.00 ",2109821,828.35532,2547,2021,40W12THSTUNIT1505-2023-05-12-2109821,"40 W 12TH ST UNIT 1505 Fulton County, GA","40%20W%2012TH%20ST%20UNIT%201505%20Fulton%20County,%20GA","https://www.google.com/maps/search/40%20W%2012TH%20ST%20UNIT%201505%20Fulton%20County,%20GA",33.78488407,-84.38658516
1430,2495 HOPEWELL PLANTATION DR,3/22/23,"$1,150,000.00 ",1150000,382.0598007,3010,1994,2495HOPEWELLPLANTATIONDR-2023-03-22-1150000,"2495 HOPEWELL PLANTATION DR Fulton County, GA","2495%20HOPEWELL%20PLANTATION%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/2495%20HOPEWELL%20PLANTATION%20DR%20Fulton%20County,%20GA",34.1025976,-84.288666
1431,806 ROSWELL LANDING DR,3/22/23,"$315,000.00 ",315000,263.8190955,1194,1990,806ROSWELLLANDINGDR-2023-03-22-315000,"806 ROSWELL LANDING DR Fulton County, GA","806%20ROSWELL%20LANDING%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/806%20ROSWELL%20LANDING%20DR%20Fulton%20County,%20GA",34.0263325,-84.3540709
1432,11338 GATES TER,3/22/23,"$650,000.00 ",650000,202.2401991,3214,2011,11338GATESTER-2023-03-22-650000,"11338 GATES TER Fulton County, GA","11338%20GATES%20TER%20Fulton%20County,%20GA","https://www.google.com/maps/search/11338%20GATES%20TER%20Fulton%20County,%20GA",34.0570117,-84.1549932
1433,180 WINFORD CLOSE,3/21/23,"$678,000.00 ",678000,208.4870849,3252,2000,180WINFORDCLOSE-2023-03-21-678000,"180 WINFORD CLOSE Fulton County, GA","180%20WINFORD%20CLOSE%20Fulton%20County,%20GA","https://www.google.com/maps/search/180%20WINFORD%20CLOSE%20Fulton%20County,%20GA",34.0505223,-84.1911024
1434,901 ABERNATHY RD NE UNIT 5030,3/21/23,"$358,900.00 ",358900,288.0417335,1246,2010,901ABERNATHYRDNEUNIT5030-2023-03-21-358900,"901 ABERNATHY RD NE UNIT 5030 Fulton County, GA","901%20ABERNATHY%20RD%20NE%20UNIT%205030%20Fulton%20County,%20GA","https://www.google.com/maps/search/901%20ABERNATHY%20RD%20NE%20UNIT%205030%20Fulton%20County,%20GA",33.9327427,-84.3610975
1436,2885 MORNINGTON DR NW,3/21/23,"$736,500.00 ",736500,365.327381,2016,1958,2885MORNINGTONDRNW-2023-03-21-736500,"2885 MORNINGTON DR NW Fulton County, GA","2885%20MORNINGTON%20DR%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2885%20MORNINGTON%20DR%20NW%20Fulton%20County,%20GA",33.8351499,-84.410906
1437,103 VERLAINE PL NW,3/21/23,"$320,000.00 ",320000,248.447205,1288,1968,103VERLAINEPLNW-2023-03-21-320000,"103 VERLAINE PL NW Fulton County, GA","103%20VERLAINE%20PL%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/103%20VERLAINE%20PL%20NW%20Fulton%20County,%20GA",33.8210136,-84.4252012
1438,5105 JONQUILLA DR,3/21/23,"$805,000.00 ",805000,307.0175439,2622,1998,5105JONQUILLADR-2023-03-21-805000,"5105 JONQUILLA DR Fulton County, GA","5105%20JONQUILLA%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/5105%20JONQUILLA%20DR%20Fulton%20County,%20GA",34.0814892,-84.338203
1439,3965 NORTH STRATFORD RD,3/20/23,"$895,000.00 ",895000,303.4927094,2949,1940,3965NORTHSTRATFORDRD-2023-03-20-895000,"3965 NORTH STRATFORD RD Fulton County, GA","3965%20NORTH%20STRATFORD%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/3965%20NORTH%20STRATFORD%20RD%20Fulton%20County,%20GA",33.8634763,-84.3622861
688,400 SEVENTEENTH ST # 2025,5/25/23,"$299,000.00 ",299000,276.8518519,1080,2005,400SEVENTEENTHST#2025-2023-05-25-299000,"400 SEVENTEENTH ST # 2025 Fulton County, GA","400%20SEVENTEENTH%20ST%20#%202025%20Fulton%20County,%20GA","https://www.google.com/maps/search/400%20SEVENTEENTH%20ST%20#%202025%20Fulton%20County,%20GA",33.78947236,-84.40054125
